1996.08.01,96L0629,BLANK,,99,,1996.08.05,0845,0.040,0.120,0.000,0.000,-0.080,-0.180,0.598,-0.030,-0.230,-0.010,-0.020,0.020,0.004,2,25,25,0,5.553,5.580,0,1.69,,
1996.09.01,96L0793,BLANK,,99,,1996.09.05,1035,0.030,0.089,0.000,0.000,-2.230,0.080,0.593,-0.120,0.040,0.020,0.000,-0.030,-0.013,11,27,4,23,4.841,4.800,0,1.82,,
1993.09.01,93L0900,BLANK,,99,,1993.09.09,1108,0.050,-0.017,0.020,0.000,-2.790,-0.010,0.588,0.000,0.000,0.010,-0.010,0.000,-0.005,0,26,26,0,5.677,5.620,0,1.01,,
2000.04.01,00L0362,BLANK,,99,,2000.04.05,1032,0.060,0.020,0.000,0.000,5.980,0.104,0.565,-0.041,-0.010,-0.003,-0.009,-0.019,0.002,-1,30,32,0,5.628,5.610,0,1.34,0.03,
2017.03.01,17L0115,BLANK,,99,,2017.03.02,0947,0.000,0.000,0.000,0.000,-2.790,0.190,0.562,-0.010,0.120,0.000,-0.020,-0.010,0.015,1,23,23,0,5.632,5.630,0,1.31,,
2000.06.01,00L0692,BLANK,,99,,2000.06.13,1120,0.070,0.019,0.000,0.000,2.160,0.120,0.556,0.100,-0.020,0.000,-0.020,-0.010,-0.006,13,37,42,0,5.503,5.520,0,1.78,,
1995.09.01,95L1047,BLANK,,99,,1995.09.06,1020,0.060,0.001,-0.020,0.000,-0.120,0.190,0.550,0.080,0.040,0.020,0.020,0.000,-0.002,-2,32,32,0,5.572,5.490,0,1.94,,
1995.10.01,95L1189,BLANK,,99,,1995.10.12,1330,0.060,0.005,-0.010,0.000,-0.630,0.220,0.547,-0.040,0.010,0.000,-0.010,-0.030,-0.013,2,10,10,0,5.544,5.510,0,1.53,,
1995.02.01,95L0112,BLANK,,99,,1995.02.02,1400,0.070,0.014,0.000,0.000,-1.420,0.040,0.528,0.020,0.050,-0.020,0.000,0.000,0.000,2,30,30,0,5.763,5.590,0,1.40,,
2000.09.01,00L1143,BLANK,,99,,2000.09.05,1105,0.070,0.022,0.000,0.000,1.900,0.190,0.524,-0.030,-0.080,0.000,-0.010,-0.010,-0.004,1,35,32,3,5.661,5.600,0,1.71,,
1996.11.01,96L0953,BLANK,,99,,1996.11.04,0925,0.030,0.120,0.010,0.000,0.910,0.050,0.512,-0.130,-0.010,0.000,-0.010,0.000,-0.018,36,13,9,4,5.626,5.620,0,1.55,,
