"","lake.name","DOC.mg.L.1","Year"
"1530","MIDDLE POND",6.593,2005
"1531","MIDDLE POND",7.341,2005
"1532","MIDDLE POND",7.25,2005
"1533","MIDDLE POND",6.784,2006
"1534","MIDDLE POND",5.774,2006
"1535","MIDDLE POND",5.906,2006
"1536","MIDDLE POND",4.287,2006
"1537","MIDDLE POND",4.097,2006
"1538","MIDDLE POND",4.042,2006
"1539","MIDDLE POND",3.888,2006
"1540","MIDDLE POND",4.771,2006
"1541","MIDDLE POND",5.905,2006
"1542","MIDDLE POND",5.562,2006
"1543","MIDDLE POND",5.189,2006
"1544","MIDDLE POND",5.118,2006
"1545","MIDDLE POND",5.687,2006
"1546","MIDDLE POND",6.896,2006
"1547","MIDDLE POND",6.439,2006
"1548","MIDDLE POND",6.414,2006
"1549","MIDDLE POND",5.654,2007
"1550","MIDDLE POND",5.367,2007
"1551","MIDDLE POND",4.963,2007
"1552","MIDDLE POND",4.626,2007
"1553","MIDDLE POND",3.543,2007
"1554","MIDDLE POND",4.219,2007
"1555","MIDDLE POND",4.58,2007
"1556","MIDDLE POND",4.974,2007
"1557","MIDDLE POND",5.168,2007
"1558","MIDDLE POND",4.98,2007
"1559","MIDDLE POND",5.18,2007
"1560","MIDDLE POND",5.315,2007
"1561","MIDDLE POND",5.279,2007
"1562","MIDDLE POND",5.736,2007
"1563","MIDDLE POND",5.624,2008
"1564","MIDDLE POND",5.241,2008
"1565","MIDDLE POND",4.899,2008
"1566","MIDDLE POND",4.85,2008
"1567","MIDDLE POND",4.816,2008
"1568","MIDDLE POND",4.843,2008
"1569","MIDDLE POND",3.999,2008
"1570","MIDDLE POND",4.875,2008
"1571","MIDDLE POND",4.833,2008
"1572","MIDDLE POND",5.561,2008
"1573","MIDDLE POND",5.021,2008
"1574","MIDDLE POND",5.005,2008
"1575","MIDDLE POND",5.471,2008
"1576","MIDDLE POND",5.504,2008
"1577","MIDDLE POND",5.344,2008
"1578","MIDDLE POND",5.4,2008
"1579","MIDDLE POND",5.554,2008
"1580","MIDDLE POND",6.106,2008
"1581","MIDDLE POND",5.807,2008
"1582","MIDDLE POND",5.828,2008
"1583","MIDDLE POND",5.397,2009
"1584","MIDDLE POND",5.171,2009
"1585","MIDDLE POND",4.986,2009
"1586","MIDDLE POND",4.068,2009
"1587","MIDDLE POND",4.384,2009
"1588","MIDDLE POND",4.469,2009
"1589","MIDDLE POND",4.974,2009
"1590","MIDDLE POND",5.558,2009
"1591","MIDDLE POND",5.343,2009
"1592","MIDDLE POND",5.833,2009
"1593","MIDDLE POND",5.234,2009
"1594","MIDDLE POND",5.328,2009
"1595","MIDDLE POND",5.313,2010
"1596","MIDDLE POND",6.264,2010
"1597","MIDDLE POND",5.458,2010
"1598","MIDDLE POND",4.093,2010
"1599","MIDDLE POND",4.047,2010
"1600","MIDDLE POND",4.025,2010
"1601","MIDDLE POND",4.317,2010
"1602","MIDDLE POND",4.814,2010
"1603","MIDDLE POND",5.529,2010
"1604","MIDDLE POND",5.803,2010
"1605","MIDDLE POND",5.416,2010
"1606","MIDDLE POND",6.27,2010
"1607","MIDDLE POND",6.477,2010
"1608","MIDDLE POND",6.092,2010
"1609","MIDDLE POND",6.611,2010
"1610","MIDDLE POND",6.798,2010
"1611","MIDDLE POND",6.449,2011
"1612","MIDDLE POND",5.29,2011
"1613","MIDDLE POND",6.132,2011
"1614","MIDDLE POND",5.774,2011
"1615","MIDDLE POND",4.946,2011
"1616","MIDDLE POND",6.506,2011
"1617","MIDDLE POND",6.033,2011
"1618","MIDDLE POND",5.871,2011
"1619","MIDDLE POND",5.438,2011
"1620","MIDDLE POND",5.539,2011
"1621","MIDDLE POND",5.631,2011
"1622","MIDDLE POND",5.766,2011
"1623","MIDDLE POND",6.622,2012
"1624","MIDDLE POND",5.578,2012
"1625","MIDDLE POND",5.796,2012
"1626","MIDDLE POND",5.573,2012
"1627","MIDDLE POND",4.861,2012
"1628","MIDDLE POND",4.562,2012
"1629","MIDDLE POND",4.501,2012
"1630","MIDDLE POND",3.873,2012
"1631","MIDDLE POND",4.484,2012
"1632","MIDDLE POND",4.794,2012
"1633","MIDDLE POND",5.228,2012
"1634","MIDDLE POND",5.036,2012
"1635","MIDDLE POND",5.327,2012
"1636","MIDDLE POND",5.388,2012
"1637","MIDDLE POND",5.719,2012
"1638","MIDDLE POND",5.43,2012
"1639","MIDDLE POND",5.667,2013
"1640","MIDDLE POND",4.346,2013
"1641","MIDDLE POND",4.729,2013
"1642","MIDDLE POND",5.131,2013
"1643","MIDDLE POND",4.062,2013
"1644","MIDDLE POND",5.851,2013
"1645","MIDDLE POND",5.81,2013
"1646","MIDDLE POND",5.909,2013
"1647","MIDDLE POND",6.511,2013
"1648","MIDDLE POND",6.846,2013
"1649","MIDDLE POND",6.934,2013
"1650","MIDDLE POND",6.766,2013
"1651","MIDDLE POND",6.423,2013
"1652","MIDDLE POND",5.854,2013
"1653","MIDDLE POND",5.75,2013
"1654","MIDDLE POND",6.137,2013
"1655","MIDDLE POND",5.412,2014
"1656","MIDDLE POND",6.101,2015
"1657","MIDDLE POND",6.224,2015
"1658","MIDDLE POND",6.299,2015
"1659","MIDDLE POND",5.346,2016
"1660","MIDDLE POND",8.169,2017
"1661","MIDDLE POND",8.084,2017
"1662","MIDDLE POND",8.084,2017
"1663","SUNDAY POND",5.76,1992
"1664","SUNDAY POND",5.863,1992
"1665","SUNDAY POND",4.287,1992
"1666","SUNDAY POND",5.352,1992
"1667","SUNDAY POND",5.251,1992
"1668","SUNDAY POND",4.126,1992
"1669","SUNDAY POND",2.955,1992
"1670","SUNDAY POND",3.277,1993
"1671","SUNDAY POND",3.706,1993
"1672","SUNDAY POND",3.059,1993
"1673","SUNDAY POND",3.027,1993
"1674","SUNDAY POND",2.837,1993
"1675","SUNDAY POND",4.062,1993
"1676","SUNDAY POND",2.123,1993
"1677","SUNDAY POND",1.966,1993
"1678","SUNDAY POND",2.82,1993
"1679","SUNDAY POND",2.912,1993
"1680","SUNDAY POND",2.824,1993
"1681","SUNDAY POND",2.454,1993
"1682","SUNDAY POND",2.959,1993
"1683","SUNDAY POND",2.838,1993
"1684","SUNDAY POND",2.402,1994
"1685","SUNDAY POND",2.307,1994
"1686","SUNDAY POND",2.626,1994
"1687","SUNDAY POND",2.534,1994
"1688","SUNDAY POND",2.538,1994
"1689","SUNDAY POND",2.435,1994
"1690","SUNDAY POND",1.852,1994
"1691","SUNDAY POND",1.87,1994
"1692","SUNDAY POND",2.114,1994
"1693","SUNDAY POND",2.965,1994
"1694","SUNDAY POND",3.379,1994
"1695","SUNDAY POND",2.517,1994
"1696","SUNDAY POND",2.25,1994
"1697","SUNDAY POND",2.293,1994
"1698","SUNDAY POND",2.234,1995
"1699","SUNDAY POND",1.999,1995
"1700","SUNDAY POND",1.726,1995
"1701","SUNDAY POND",2.136,1995
"1702","SUNDAY POND",1.684,1995
"1703","SUNDAY POND",2.558,1995
"1704","SUNDAY POND",3.163,1995
"1705","SUNDAY POND",4.091,1995
"1706","SUNDAY POND",3.098,1995
"1707","SUNDAY POND",2.226,1995
"1708","SUNDAY POND",2.27,1995
"1709","SUNDAY POND",2.221,1995
"1710","SUNDAY POND",2.259,1995
"1711","SUNDAY POND",2.7,1995
"1712","SUNDAY POND",2.446,1996
"1713","SUNDAY POND",2.856,1996
"1714","SUNDAY POND",2.714,1996
"1715","SUNDAY POND",2.881,1996
"1716","SUNDAY POND",2.27,1996
"1717","SUNDAY POND",2.33,1996
"1718","SUNDAY POND",2.174,1996
"1719","SUNDAY POND",2.277,1996
"1720","SUNDAY POND",2.18,1996
"1721","SUNDAY POND",2.178,1996
"1722","SUNDAY POND",2.8,1996
"1723","SUNDAY POND",2.311,1996
"1724","SUNDAY POND",2.133,1996
"1725","SUNDAY POND",2.701,1996
"1726","SUNDAY POND",2.523,1997
"1727","SUNDAY POND",2.382,1997
"1728","SUNDAY POND",2.086,1997
"1729","SUNDAY POND",1.34,1997
"1730","SUNDAY POND",1.896,1997
"1731","SUNDAY POND",1.9,1997
"1732","SUNDAY POND",1.851,1997
"1733","SUNDAY POND",1.768,1997
"1734","SUNDAY POND",1.871,1997
"1735","SUNDAY POND",2.248,1997
"1736","SUNDAY POND",2.366,1997
"1737","SUNDAY POND",2.373,1997
"1738","SUNDAY POND",2.453,1997
"1739","SUNDAY POND",2.064,1997
"1740","SUNDAY POND",2.208,1997
"1741","SUNDAY POND",2.266,1997
"1742","SUNDAY POND",1.981,1997
"1743","SUNDAY POND",1.971,1997
"1744","SUNDAY POND",1.985,1997
"1745","SUNDAY POND",2.26,1997
"1746","SUNDAY POND",2.023,1998
"1747","SUNDAY POND",1.991,1998
"1748","SUNDAY POND",1.724,1998
"1749","SUNDAY POND",2.579,1998
"1750","SUNDAY POND",2.272,1998
"1751","SUNDAY POND",2.639,1998
"1752","SUNDAY POND",2.387,1998
"1753","SUNDAY POND",2.67,1998
"1754","SUNDAY POND",2.535,1998
"1755","SUNDAY POND",2.177,1998
"1756","SUNDAY POND",2.041,1998
"1757","SUNDAY POND",1.96,1998
"1758","SUNDAY POND",2.022,1999
"1759","SUNDAY POND",2.47,1999
"1760","SUNDAY POND",2.08,1999
"1761","SUNDAY POND",2.182,1999
"1762","SUNDAY POND",2.764,1999
"1763","SUNDAY POND",3.415,1999
"1764","SUNDAY POND",3.513,1999
"1765","SUNDAY POND",3.804,1999
"1766","SUNDAY POND",3.226,1999
"1767","SUNDAY POND",2.468,1999
"1768","SUNDAY POND",2.502,1999
"1769","SUNDAY POND",2.586,1999
"1770","SUNDAY POND",2.401,1999
"1771","SUNDAY POND",2.677,1999
"1772","SUNDAY POND",2.402,2000
"1773","SUNDAY POND",2.486,2000
"1774","SUNDAY POND",1.74,2000
"1775","SUNDAY POND",7.472,2000
"1776","SUNDAY POND",2.502,2000
"1777","SUNDAY POND",3.767,2000
"1778","SUNDAY POND",3.301,2000
"1779","SUNDAY POND",3.069,2000
"1780","SUNDAY POND",2.933,2000
"1781","SUNDAY POND",2.857,2000
"1782","SUNDAY POND",3.138,2000
"1783","SUNDAY POND",2.307,2000
"1784","SUNDAY POND",2.192,2000
"1785","SUNDAY POND",2.663,2000
"1786","SUNDAY POND",1.965,2001
"1787","SUNDAY POND",1.831,2001
"1788","SUNDAY POND",1.917,2001
"1789","SUNDAY POND",1.965,2001
"1790","SUNDAY POND",1.794,2001
"1791","SUNDAY POND",1.724,2001
"1792","SUNDAY POND",1.459,2001
"1793","SUNDAY POND",1.467,2001
"1794","SUNDAY POND",1.475,2001
"1795","SUNDAY POND",1.785,2001
"1796","SUNDAY POND",1.607,2001
"1797","SUNDAY POND",1.619,2001
"1798","SUNDAY POND",1.472,2001
"1799","SUNDAY POND",1.682,2001
"1800","SUNDAY POND",1.842,2002
"1801","SUNDAY POND",1.775,2002
"1802","SUNDAY POND",1.593,2002
"1803","SUNDAY POND",1.595,2002
"1804","SUNDAY POND",1.584,2002
"1805","SUNDAY POND",2.287,2002
"1806","SUNDAY POND",3.168,2002
"1807","SUNDAY POND",2.794,2002
"1808","SUNDAY POND",3.325,2002
"1809","SUNDAY POND",2.648,2002
"1810","SUNDAY POND",2.331,2002
"1811","SUNDAY POND",2.386,2002
"1812","SUNDAY POND",2.3,2003
"1813","SUNDAY POND",2.087,2003
"1814","SUNDAY POND",2.285,2003
"1815","SUNDAY POND",1.751,2003
"1816","SUNDAY POND",1.908,2003
"1817","SUNDAY POND",2.102,2003
"1818","SUNDAY POND",2.161,2003
"1819","SUNDAY POND",2.375,2003
"1820","SUNDAY POND",2.136,2003
"1821","SUNDAY POND",1.922,2003
"1822","SUNDAY POND",1.679,2003
"1823","SUNDAY POND",2.331,2003
"1824","SUNDAY POND",1.915,2004
"1825","SUNDAY POND",1.891,2004
"1826","SUNDAY POND",1.798,2004
"1827","SUNDAY POND",1.886,2004
"1828","SUNDAY POND",1.434,2004
"1829","SUNDAY POND",1.433,2004
"1830","SUNDAY POND",1.775,2004
"1831","SUNDAY POND",1.604,2004
"1832","SUNDAY POND",1.489,2004
"1833","SUNDAY POND",1.317,2004
"1834","SUNDAY POND",1.32,2004
"1835","SUNDAY POND",1.296,2004
"1836","SUNDAY POND",1.295,2004
"1837","SUNDAY POND",1.16,2004
"1838","SUNDAY POND",1.603,2005
"1839","SUNDAY POND",1.592,2005
"1840","SUNDAY POND",1.621,2005
"1841","SUNDAY POND",1.429,2005
"1842","SUNDAY POND",1.315,2005
"1843","SUNDAY POND",1.958,2005
"1844","SUNDAY POND",2.153,2005
"1845","SUNDAY POND",2.16,2005
"1846","SUNDAY POND",2.161,2005
"1847","SUNDAY POND",2.704,2005
"1848","SUNDAY POND",1.988,2005
"1849","SUNDAY POND",1.752,2005
"1850","SUNDAY POND",1.535,2005
"1851","SUNDAY POND",1.5,2005
"1852","SUNDAY POND",1.59,2006
"1853","SUNDAY POND",1.263,2006
"1854","SUNDAY POND",1.262,2006
"1855","SUNDAY POND",1.305,2006
"1856","SUNDAY POND",1.585,2006
"1857","SUNDAY POND",1.326,2006
"1858","SUNDAY POND",1.393,2006
"1859","SUNDAY POND",1.674,2006
"1860","SUNDAY POND",1.969,2006
"1861","SUNDAY POND",1.927,2006
"1862","SUNDAY POND",1.883,2006
"1863","SUNDAY POND",2.397,2006
"1864","SUNDAY POND",1.793,2006
"1865","SUNDAY POND",1.608,2006
"1866","SUNDAY POND",1.527,2006
"1867","SUNDAY POND",1.339,2006
"1868","SUNDAY POND",1.364,2006
"1869","SUNDAY POND",1.626,2006
"1870","SUNDAY POND",1.61,2007
"1871","SUNDAY POND",1.394,2007
"1872","SUNDAY POND",1.332,2007
"1873","SUNDAY POND",4.166,2007
"1874","SUNDAY POND",1.361,2007
"1875","SUNDAY POND",1.222,2007
"1876","SUNDAY POND",1.271,2007
"1877","SUNDAY POND",0.951,2007
"1878","SUNDAY POND",1.112,2007
"1879","SUNDAY POND",1.266,2007
"1880","SUNDAY POND",1.167,2007
"1881","SUNDAY POND",1.105,2007
"1882","SUNDAY POND",1.225,2007
"1883","SUNDAY POND",1.257,2007
"1884","SUNDAY POND",1.088,2008
"1885","SUNDAY POND",1.002,2008
"1886","SUNDAY POND",1.054,2008
"1887","SUNDAY POND",1.172,2008
"1888","SUNDAY POND",0.966,2008
"1889","SUNDAY POND",1.419,2008
"1890","SUNDAY POND",1.443,2008
"1891","SUNDAY POND",1.081,2008
"1892","SUNDAY POND",1.271,2008
"1893","SUNDAY POND",1.541,2008
"1894","SUNDAY POND",1.329,2008
"1895","SUNDAY POND",1.245,2008
"1896","SUNDAY POND",1.27,2009
"1897","SUNDAY POND",1.153,2009
"1898","SUNDAY POND",1.247,2009
"1899","SUNDAY POND",1.102,2009
"1900","SUNDAY POND",1.425,2009
"1901","SUNDAY POND",1.35,2009
"1902","SUNDAY POND",1.641,2009
"1903","SUNDAY POND",1.962,2009
"1904","SUNDAY POND",1.742,2009
"1905","SUNDAY POND",1.944,2009
"1906","SUNDAY POND",2.16,2009
"1907","SUNDAY POND",1.328,2009
"1908","SUNDAY POND",1.546,2010
"1909","SUNDAY POND",1.427,2010
"1910","SUNDAY POND",1.556,2010
"1911","SUNDAY POND",1.432,2010
"1912","SUNDAY POND",1.343,2010
"1913","SUNDAY POND",1.385,2010
"1914","SUNDAY POND",1.455,2010
"1915","SUNDAY POND",1.65,2010
"1916","SUNDAY POND",1.789,2010
"1917","SUNDAY POND",2.072,2010
"1918","SUNDAY POND",1.742,2010
"1919","SUNDAY POND",1.688,2010
"1920","SUNDAY POND",1.603,2010
"1921","SUNDAY POND",1.548,2010
"1922","SUNDAY POND",1.73,2011
"1923","SUNDAY POND",1.571,2011
"1924","SUNDAY POND",1.835,2011
"1925","SUNDAY POND",1.689,2011
"1926","SUNDAY POND",1.545,2011
"1927","SUNDAY POND",2.691,2011
"1928","SUNDAY POND",3.53,2011
"1929","SUNDAY POND",3.23,2011
"1930","SUNDAY POND",3.313,2011
"1931","SUNDAY POND",3.372,2011
"1932","SUNDAY POND",2.802,2011
"1933","SUNDAY POND",2.416,2011
"1934","SUNDAY POND",2.361,2011
"1935","SUNDAY POND",2.59,2011
"1936","SUNDAY POND",2.009,2012
"1937","SUNDAY POND",2.179,2012
"1938","SUNDAY POND",2.216,2012
"1939","SUNDAY POND",1.991,2012
"1940","SUNDAY POND",2.184,2012
"1941","SUNDAY POND",2.619,2012
"1942","SUNDAY POND",3.396,2012
"1943","SUNDAY POND",3.288,2012
"1944","SUNDAY POND",3.4,2012
"1945","SUNDAY POND",2.934,2012
"1946","SUNDAY POND",2.499,2012
"1947","SUNDAY POND",2.353,2012
"1948","SUNDAY POND",2.334,2012
"1949","SUNDAY POND",2.442,2012
"1950","SUNDAY POND",2.247,2013
"1951","SUNDAY POND",2.379,2013
"1952","SUNDAY POND",2.52,2013
"1953","SUNDAY POND",2.5,2013
"1954","SUNDAY POND",2.123,2013
"1955","SUNDAY POND",2.547,2013
"1956","SUNDAY POND",2.017,2013
"1957","SUNDAY POND",2.16,2013
"1958","SUNDAY POND",2.272,2013
"1959","SUNDAY POND",2.219,2013
"1960","SUNDAY POND",2.29,2013
"1961","SUNDAY POND",2.046,2013
"1962","SUNDAY POND",1.983,2013
"1963","SUNDAY POND",2.077,2013
"1964","SUNDAY POND",2.053,2014
"1965","SUNDAY POND",2.712,2015
"1966","SUNDAY POND",3.958,2016
"1967","SUNDAY POND",3.783,2017
"1968","SOCHIA POND",5.201,1992
"1969","SOCHIA POND",4.658,1992
"1970","SOCHIA POND",4.918,1992
"1971","SOCHIA POND",5.14,1992
"1972","SOCHIA POND",4.834,1992
"1973","SOCHIA POND",4.193,1992
"1974","SOCHIA POND",3.463,1992
"1975","SOCHIA POND",3.862,1993
"1976","SOCHIA POND",3.759,1993
"1977","SOCHIA POND",4.312,1993
"1978","SOCHIA POND",3.704,1993
"1979","SOCHIA POND",3.321,1993
"1980","SOCHIA POND",3.103,1993
"1981","SOCHIA POND",2.947,1993
"1982","SOCHIA POND",2.572,1993
"1983","SOCHIA POND",3.05,1993
"1984","SOCHIA POND",3.467,1993
"1985","SOCHIA POND",2.733,1993
"1986","SOCHIA POND",3.674,1993
"1987","SOCHIA POND",3.988,1993
"1988","SOCHIA POND",3.802,1993
"1989","SOCHIA POND",3.418,1994
"1990","SOCHIA POND",3.618,1994
"1991","SOCHIA POND",4.135,1994
"1992","SOCHIA POND",4.051,1994
"1993","SOCHIA POND",2.987,1994
"1994","SOCHIA POND",3.038,1994
"1995","SOCHIA POND",2.845,1994
"1996","SOCHIA POND",2.948,1994
"1997","SOCHIA POND",3.139,1994
"1998","SOCHIA POND",2.731,1994
"1999","SOCHIA POND",3.653,1994
"2000","SOCHIA POND",3,1994
"2001","SOCHIA POND",2.9,1994
"2002","SOCHIA POND",2.778,1994
"2003","SOCHIA POND",2.819,1994
"2004","SOCHIA POND",2.917,1994
"2005","SOCHIA POND",3.22,1995
"2006","SOCHIA POND",2.803,1995
"2007","SOCHIA POND",3.218,1995
"2008","SOCHIA POND",3.081,1995
"2009","SOCHIA POND",2.458,1995
"2010","SOCHIA POND",2.836,1995
"2011","SOCHIA POND",3.243,1995
"2012","SOCHIA POND",3.318,1995
"2013","SOCHIA POND",3.08,1995
"2014","SOCHIA POND",2.85,1995
"2015","SOCHIA POND",3.292,1995
"2016","SOCHIA POND",4.367,1996
"2017","SOCHIA POND",4.114,1996
"2018","SOCHIA POND",4.096,1996
"2019","SOCHIA POND",4.238,1996
"2020","SOCHIA POND",4.034,1996
"2021","SOCHIA POND",4.301,1996
"2022","SOCHIA POND",3.76,1996
"2023","SOCHIA POND",3.342,1996
"2024","SOCHIA POND",3.92,1996
"2025","SOCHIA POND",3.854,1996
"2026","SOCHIA POND",3.397,1997
"2027","SOCHIA POND",4.028,1997
"2028","SOCHIA POND",3.847,1997
"2029","SOCHIA POND",3.778,1997
"2030","SOCHIA POND",3.877,1997
"2031","SOCHIA POND",3.364,1997
"2032","SOCHIA POND",3.392,1997
"2033","SOCHIA POND",3.205,1997
"2034","SOCHIA POND",3.491,1997
"2035","SOCHIA POND",3.922,1997
"2036","SOCHIA POND",3.379,1997
"2037","SOCHIA POND",3.516,1997
"2038","SOCHIA POND",3.434,1997
"2039","SOCHIA POND",3.244,1997
"2040","SOCHIA POND",2.974,1997
"2041","SOCHIA POND",3.104,1997
"2042","SOCHIA POND",2.82,1998
"2043","SOCHIA POND",2.92,1998
"2044","SOCHIA POND",2.486,1998
"2045","SOCHIA POND",3.034,1998
"2046","SOCHIA POND",3.062,1998
"2047","SOCHIA POND",3.376,1998
"2048","SOCHIA POND",3.738,1998
"2049","SOCHIA POND",3.536,1998
"2050","SOCHIA POND",4.231,1998
"2051","SOCHIA POND",4.471,1998
"2052","SOCHIA POND",4.109,1998
"2053","SOCHIA POND",3.756,1998
"2054","SOCHIA POND",3.662,1998
"2055","SOCHIA POND",3.471,1998
"2056","SOCHIA POND",3.464,1999
"2057","SOCHIA POND",4.252,1999
"2058","SOCHIA POND",4.57,1999
"2059","SOCHIA POND",3.491,1999
"2060","SOCHIA POND",3.359,1999
"2061","SOCHIA POND",3.793,1999
"2062","SOCHIA POND",4.667,1999
"2063","SOCHIA POND",4.6,1999
"2064","SOCHIA POND",4.096,1999
"2065","SOCHIA POND",4.139,1999
"2066","SOCHIA POND",3.848,1999
"2067","SOCHIA POND",4.108,1999
"2068","SOCHIA POND",4.121,2000
"2069","SOCHIA POND",4.171,2000
"2070","SOCHIA POND",4.207,2000
"2071","SOCHIA POND",3.688,2000
"2072","SOCHIA POND",4.07,2000
"2073","SOCHIA POND",5.357,2000
"2074","SOCHIA POND",5.765,2000
"2075","SOCHIA POND",5.531,2000
"2076","SOCHIA POND",4.939,2000
"2077","SOCHIA POND",4.154,2000
"2078","SOCHIA POND",3.889,2000
"2079","SOCHIA POND",4.245,2000
"2080","SOCHIA POND",3.651,2001
"2081","SOCHIA POND",3.563,2001
"2082","SOCHIA POND",4.065,2001
"2083","SOCHIA POND",3.748,2001
"2084","SOCHIA POND",3.554,2001
"2085","SOCHIA POND",3.66,2001
"2086","SOCHIA POND",4.225,2001
"2087","SOCHIA POND",4.131,2001
"2088","SOCHIA POND",3.952,2001
"2089","SOCHIA POND",3.939,2001
"2090","SOCHIA POND",3.921,2001
"2091","SOCHIA POND",4.414,2001
"2092","SOCHIA POND",4.425,2002
"2093","SOCHIA POND",3.984,2002
"2094","SOCHIA POND",3.901,2002
"2095","SOCHIA POND",4.948,2002
"2096","SOCHIA POND",4.217,2002
"2097","SOCHIA POND",4.609,2002
"2098","SOCHIA POND",4.703,2002
"2099","SOCHIA POND",4.714,2002
"2100","SOCHIA POND",6.056,2002
"2101","SOCHIA POND",5.098,2002
"2102","SOCHIA POND",4.538,2002
"2103","SOCHIA POND",4.995,2002
"2104","SOCHIA POND",4.946,2002
"2105","SOCHIA POND",4.831,2002
"2106","SOCHIA POND",4.449,2003
"2107","SOCHIA POND",5.107,2003
"2108","SOCHIA POND",5.12,2003
"2109","SOCHIA POND",5.256,2003
"2110","SOCHIA POND",4.68,2003
"2111","SOCHIA POND",4.899,2003
"2112","SOCHIA POND",5.124,2003
"2113","SOCHIA POND",5.007,2003
"2114","SOCHIA POND",5.194,2003
"2115","SOCHIA POND",5.249,2003
"2116","SOCHIA POND",5.376,2003
"2117","SOCHIA POND",5.557,2003
"2118","SOCHIA POND",5.387,2003
"2119","SOCHIA POND",4.814,2003
"2120","SOCHIA POND",5.262,2003
"2121","SOCHIA POND",5.626,2003
"2122","SOCHIA POND",5.654,2004
"2123","SOCHIA POND",4.921,2004
"2124","SOCHIA POND",4.862,2004
"2125","SOCHIA POND",5.003,2004
"2126","SOCHIA POND",4.238,2004
"2127","SOCHIA POND",4.511,2004
"2128","SOCHIA POND",5.07,2004
"2129","SOCHIA POND",4.85,2004
"2130","SOCHIA POND",4.5,2004
"2131","SOCHIA POND",3.957,2004
"2132","SOCHIA POND",3.465,2004
"2133","SOCHIA POND",3.295,2004
"2134","SOCHIA POND",4.286,2005
"2135","SOCHIA POND",4.446,2005
"2136","SOCHIA POND",4.44,2005
"2137","SOCHIA POND",4.003,2005
"2138","SOCHIA POND",4.421,2005
"2139","SOCHIA POND",3.855,2005
"2140","SOCHIA POND",3.684,2005
"2141","SOCHIA POND",3.881,2005
"2142","SOCHIA POND",4.321,2005
"2143","SOCHIA POND",4.264,2005
"2144","SOCHIA POND",3.804,2005
"2145","SOCHIA POND",3.957,2005
"2146","SOCHIA POND",4.328,2005
"2147","SOCHIA POND",4.162,2005
"2148","SOCHIA POND",4.131,2006
"2149","SOCHIA POND",4.325,2006
"2150","SOCHIA POND",4.267,2006
"2151","SOCHIA POND",4.196,2006
"2152","SOCHIA POND",4.422,2006
"2153","SOCHIA POND",3.632,2006
"2154","SOCHIA POND",3.707,2006
"2155","SOCHIA POND",4.194,2006
"2156","SOCHIA POND",4.857,2006
"2157","SOCHIA POND",4.411,2006
"2158","SOCHIA POND",4.224,2006
"2159","SOCHIA POND",3.94,2006
"2160","SOCHIA POND",4.058,2006
"2161","SOCHIA POND",4.821,2006
"2162","SOCHIA POND",3.737,2007
"2163","SOCHIA POND",4.045,2007
"2164","SOCHIA POND",4.161,2007
"2165","SOCHIA POND",4.207,2007
"2166","SOCHIA POND",4.171,2007
"2167","SOCHIA POND",4.309,2007
"2168","SOCHIA POND",3.369,2007
"2169","SOCHIA POND",3.76,2007
"2170","SOCHIA POND",4.249,2007
"2171","SOCHIA POND",4.182,2007
"2172","SOCHIA POND",4.035,2007
"2173","SOCHIA POND",4.043,2007
"2174","SOCHIA POND",3.872,2007
"2175","SOCHIA POND",3.972,2007
"2176","SOCHIA POND",3.715,2008
"2177","SOCHIA POND",3.941,2008
"2178","SOCHIA POND",3.972,2008
"2179","SOCHIA POND",3.847,2008
"2180","SOCHIA POND",3.38,2008
"2181","SOCHIA POND",3.457,2008
"2182","SOCHIA POND",3.403,2008
"2183","SOCHIA POND",4.108,2008
"2184","SOCHIA POND",4.45,2008
"2185","SOCHIA POND",4.293,2008
"2186","SOCHIA POND",4.785,2008
"2187","SOCHIA POND",4.455,2008
"2188","SOCHIA POND",4.302,2008
"2189","SOCHIA POND",3.935,2008
"2190","SOCHIA POND",4.482,2009
"2191","SOCHIA POND",4.317,2009
"2192","SOCHIA POND",4.296,2009
"2193","SOCHIA POND",4.272,2009
"2194","SOCHIA POND",4.619,2009
"2195","SOCHIA POND",4.123,2009
"2196","SOCHIA POND",3.991,2009
"2197","SOCHIA POND",4.14,2009
"2198","SOCHIA POND",4.626,2009
"2199","SOCHIA POND",5.141,2009
"2200","SOCHIA POND",4.458,2009
"2201","SOCHIA POND",4.339,2009
"2202","SOCHIA POND",4.646,2009
"2203","SOCHIA POND",4.263,2009
"2204","SOCHIA POND",4.288,2010
"2205","SOCHIA POND",4.245,2010
"2206","SOCHIA POND",4.272,2010
"2207","SOCHIA POND",4.105,2010
"2208","SOCHIA POND",4.343,2010
"2209","SOCHIA POND",4.069,2010
"2210","SOCHIA POND",3.884,2010
"2211","SOCHIA POND",4.219,2010
"2212","SOCHIA POND",4.864,2010
"2213","SOCHIA POND",5.511,2010
"2214","SOCHIA POND",4.829,2010
"2215","SOCHIA POND",4.844,2010
"2216","SOCHIA POND",4.901,2010
"2217","SOCHIA POND",4.849,2010
"2218","SOCHIA POND",4.549,2011
"2219","SOCHIA POND",4.662,2011
"2220","SOCHIA POND",4.753,2011
"2221","SOCHIA POND",4.712,2011
"2222","SOCHIA POND",4.926,2011
"2223","SOCHIA POND",4.759,2011
"2224","SOCHIA POND",4.042,2011
"2225","SOCHIA POND",4.133,2011
"2226","SOCHIA POND",4.042,2011
"2227","SOCHIA POND",4.65,2011
"2228","SOCHIA POND",5.07,2011
